Suburb,State,Zip
KNOCKWOOD,VIC,3723
KNORRIT FLAT,NSW,2424
KNORRIT FOREST,NSW,2424
KNORRIT FOREST,NSW,2424
KNOWSLEY,VIC,3523
KNOX CITY CENTRE,VIC,3152
KNOX CITY CENTRE,VIC,3152
KNOXFIELD,VIC,3180
KNUCKEY LAGOON,NT,828
KOAH,QLD,4881
KOALLAH,VIC,3260
KOBBLE CREEK,QLD,4520
KOETONG,VIC,3704
KOGAN,QLD,4406
KOGARAH,NSW,1485
KOGARAH,NSW,2217
KOGARAH BAY,NSW,2217
KOGARAH BAY,NSW,2217
KOHINOOR,SA,5223
KOJANEERUP SOUTH,WA,6328
KOJARENA,WA,6532
KOJONUP,WA,6395
KOKATHA,SA,5717
KOKEBY,WA,6304
KOKOTUNGO,QLD,4702
KOLENDO,SA,5717
KOLONGA,QLD,4671
KOLORA,VIC,3265
KONDININ,WA,6367
KONDOOLKA,SA,5717
KONDUT,WA,6605
KONGAL,SA,5270
KONGOLIA,SA,5353
KONGORONG,SA,5291
KONGWAK,VIC,3951
KONNONGORRING,WA,6603
KONONGWOOTONG,VIC,3315
KOO WEE RUP,VIC,3981
KOO WEE RUP,VIC,3981
KOO WEE RUP NORTH,VIC,3981
KOO WEE RUP NORTH,VIC,3981
KOO WEE RUP NORTH,VIC,3981
KOOBA,NSW,2680
KOOJAN,WA,6510
KOOKABOOKRA,NSW,2370
KOOKYNIE,WA,6431
KOOLAN ISLAND,WA,6733
KOOLAN ISLAND,WA,6733
KOOLANOOKA,WA,6623
KOOLEWONG,NSW,2256
KOOLGERA,SA,5661
KOOLKHAN,NSW,2460
KOOLOONONG,VIC,3597
KOOLPINYAH,NT,822
KOOLUNGA,SA,5464
KOOLYANOBBING,WA,6427
KOOLYWURTIE,SA,5575
KOOMBERKINE,WA,6461
KOOMBOOLOOMBA,QLD,4872
KOONAMORE,SA,5440
KOONAWARRA,NSW,2530
KOONDA,VIC,3669
KOONDOOLA,WA,6064
KOONDROOK,VIC,3580
KOONGAL,QLD,4701
KOONGAMIA,WA,6056
KOONGAWA,SA,5650
KOONIBBA,SA,5690
KOONOOMOO,VIC,3644
KOONOONA,SA,5417
KOONORIGAN,NSW,2480
KOONUNGA,SA,5373
KOONWARRA,VIC,3954
KOONYA,TAS,7187
KOONYUM RANGE,NSW,2482
KOORAGANG,NSW,2304
KOORAINGHAT,NSW,2430
KOORALBYN,QLD,4285
KOORALGIN,QLD,4402
KOORAWATHA,NSW,2807
KOORDA,WA,6475
KOOREH,VIC,3477
KOORINE,SA,5279
KOORINGAL,NSW,2650
KOORINGAL,QLD,4025
KOORLONG,VIC,3501
KOORNALLA,VIC,3844
KOOROOCHEANG,VIC,3364
KOOROOL,VIC,3860
KOOROOMAN,VIC,3953
KOOROOMOOL,QLD,4854
KOOROONA,SA,5558
KOOROONGARRA,QLD,4357
KOOTABERRA,SA,5713
KOOTINGAL,NSW,2352
KOOYONG,VIC,3144
KOPPAMURRA,SA,5271
KOPPIO,SA,5607
KORALEIGH,NSW,2735
KORBEL,WA,6415
KORDABUP,WA,6333
KOREELAH,NSW,2476
KORIELLA,VIC,3714
KOROBEIT,VIC,3341
KOROIT,VIC,3282
KORONG VALE,VIC,3520
KOROOP,VIC,3579
KORORA,NSW,2450
KORRELOCKING,WA,6485
KORUMBURRA,VIC,3950
KORUMBURRA SOUTH,VIC,3950
KORUMBURRA SOUTH,VIC,3950
KORUNYE,SA,5502
KORWEINGUBOORA,VIC,3461
KOSCIUSZKO,NSW,2627
KOSCIUSZKO NATIONAL PARK,NSW,2627
KOSCIUSZKO NATIONAL PARK,NSW,2627
KOSCIUSZKO NATIONAL PARK,NSW,2627
KOTARA,NSW,2289
KOTARA EAST,NSW,2305
KOTARA EAST,NSW,2305
KOTARA FAIR,NSW,2289
KOTARA FAIR,NSW,2289
KOTARA SOUTH,NSW,2289
KOTARA SOUTH,NSW,2289
KOTTA,VIC,3565
KOTUPNA,VIC,3638
KOUMALA,QLD,4738
KOWANYAMA,QLD,4892
KOWEN,ACT,2620
KOWGURAN,QLD,4415
KOYUGA,VIC,3622
KRAGRA,QLD,4413
KRAMBACH,NSW,2429
KRAWARREE,NSW,2622
KREMNOS,NSW,2460
KRINGIN,SA,5304
KRONDORF,SA,5352
KRONGART,SA,5278
KRONKUP,WA,6330
KROWERA,VIC,3945
KUBIN,QLD,4875
KUDARDUP,WA,6290
KUDLA,SA,5115
KUENDER,WA,6353
KUITPO,SA,5201
KUITPO COLONY,SA,5172
KUITPO COLONY,SA,5172
KUKERIN,WA,6352
KULANGOOR,QLD,4560
KULGERA,NT,872
KULGUN,QLD,4309
KULIKUP,WA,6244
KULIN,WA,6365
KULIN WEST,WA,6365
KULIN WEST,WA,6365
KULJA,WA,6470
KULLOGUM,QLD,4660
KULNURA,NSW,2250
KULPARA,SA,5552
KULPI,QLD,4352
KULUIN,QLD,4558
KULWIN,NSW,2835
KULWIN,VIC,3490
KUMARINA,WA,6642
KUMBARILLA,QLD,4405
KUMBIA,QLD,4610
KUNAMA,NSW,2730
KUNAT,VIC,3585
KUNDA PARK,QLD,4556
KUNDABUNG,NSW,2441
KUNDAT DJARU,WA,6770
KUNDIBAKH,NSW,2429
KUNDLE KUNDLE,NSW,2430
KUNGALA,NSW,2460
KUNGHUR,NSW,2484
KUNGHUR CREEK,NSW,2484
KUNGHUR CREEK,NSW,2484
KUNIOON,QLD,4615
KUNJIN,WA,6375
KUNPARRKA,NT,872
KUNUNOPPIN,WA,6489
KUNUNURRA,WA,6743
KUNWARARA,QLD,4702
KUNYUNG,VIC,3930
KUPARTIYA,WA,6765
KURABY,QLD,4112
KURANDA,QLD,4881
KUREELPA,QLD,4560
KUREEN,QLD,4885
KURIDALA,QLD,4824
KURMOND,NSW,2757
KURNALPI,WA,6431
KURNELL,NSW,2231
KURRABA POINT,NSW,2089
KURRACA,VIC,3518
KURRACA WEST,VIC,3518
KURRACA WEST,VIC,3518
KURRAJONG,NSW,2758
KURRAJONG HEIGHTS,NSW,2758
KURRAJONG HEIGHTS,NSW,2758
KURRAJONG HILLS,NSW,2758
KURRAJONG HILLS,NSW,2758
KURRALTA PARK,SA,5037
KURRENKUTTEN,WA,6375
KURRI KURRI,NSW,2327
KURRIMINE BEACH,QLD,4871
KURROWAH,QLD,4352
KURTING,VIC,3517
KURUMBUL,QLD,4388
KURUNJANG,VIC,3337
KURWONGBAH,QLD,4503
KUTTABUL,QLD,4741
KWEDA,WA,6306
KWELKAN,WA,6490
KWINANA,WA,6966
KWINANA BEACH,WA,6167
KWINANA BEACH,WA,6167
KWINANA TOWN CENTRE,WA,6167
KWINANA TOWN CENTRE,WA,6167
KWOLYIN,WA,6385
KYABRAM,VIC,3619
KYABRAM,VIC,3620
KYABRAM SOUTH,VIC,3620
KYABRAM SOUTH,VIC,3620
KYALITE,NSW,2715
KYANCUTTA,SA,5651
KYARRAN,NSW,2460
KYBEYAN,NSW,2631
KYBONG,QLD,4570
KYBUNGA,SA,5453
KYBYBOLITE,SA,5262
KYEAMBA,NSW,2650
KYEEMA,SA,5172
KYEEMAGH,NSW,2216
KYEEMAGH,NSW,2216
KYLE BAY,NSW,2221
KYNETON,VIC,3444
KYNETON SOUTH,VIC,3444
KYNETON SOUTH,VIC,3444
KYNNUMBOON,NSW,2484
KYNUNA,QLD,4823
KYOGLE,NSW,2474
KYOOMBA,QLD,4380
KYVALLEY,VIC,3621
LA PEROUSE,NSW,2036
LA TROBE UNIVERSITY,VIC,3083
LA TROBE UNIVERSITY,VIC,3086
LAANECOORIE,VIC,3463
LAANG,VIC,3265
LABERTOUCHE,VIC,3816
LABRADOR,QLD,4215
LABURNUM,VIC,3130
LACEBY,VIC,3678
LACEYS CREEK,QLD,4521
LACHLAN,TAS,7140
LACKRANA,TAS,7255
LACMALAC,NSW,2720
LADE VALE,NSW,2581
LADY BARRON,TAS,7255
LADY BARRON,TAS,7255
LADYS PASS,VIC,3523
LADYSMITH,NSW,2652
LAEN,VIC,3480
LAEN EAST,VIC,3480
LAEN EAST,VIC,3480
LAEN NORTH,VIC,3480
LAEN NORTH,VIC,3480
LAFFER,SA,5267
LAFFING WATERS,NSW,2795
LAGGAN,NSW,2583
LAGLAN,QLD,4721
LAGOON GRASS,NSW,2480
LAGOON POCKET,QLD,4570
LAGRANGE,WA,6725
LAGUNA,NSW,2325
LAGUNA QUAYS,QLD,4800
LAGUNA QUAYS,QLD,4800
LAH,VIC,3393
LAHARUM,VIC,3401
LAHARUM,VIC,3401
LAIDLEY,QLD,4341
LAIDLEY CREEK WEST,QLD,4341
LAIDLEY CREEK WEST,QLD,4341
LAIDLEY CREEK WEST,QLD,4341
LAIDLEY HEIGHTS,QLD,4341
LAIDLEY HEIGHTS,QLD,4341
LAIDLEY NORTH,QLD,4341
LAIDLEY NORTH,QLD,4341
LAIDLEY SOUTH,QLD,4341
LAIDLEY SOUTH,QLD,4341
LAJAMANU,NT,852
LAKE ALBERT,NSW,2650
LAKE ALBERT,SA,5259
LAKE ALBERT,NSW,2650
LAKE ALBERT,SA,5259
LAKE ALEXANDRINA,SA,5259
LAKE ARGYLE,WA,6743
LAKE ARGYLE,WA,6743
LAKE AUSTIN,WA,6640
LAKE BARRINE,QLD,4884
LAKE BARRINE,QLD,4884
LAKE BATHURST,NSW,2580
LAKE BATHURST,NSW,2580
LAKE BENNETT,NT,822
LAKE BIDDY,WA,6355
LAKE BOGA,VIC,3584
LAKE BOLAC,VIC,3351
LAKE BORUMBA,QLD,4570
LAKE BREWSTER,NSW,2675
LAKE BROWN,WA,6479
LAKE BUNGA,VIC,3909
LAKE BURRENDONG,NSW,2820
LAKE CAMM,WA,6355
LAKE CARGELLIGO,NSW,2672
LAKE CARLET,SA,5238
LAKE CARNEGIE,WA,6646
LAKE CARNEGIE,WA,6646
LAKE CATHIE,NSW,2445
LAKE CHARM,VIC,3581
LAKE CLARENDON,QLD,4343
LAKE CLARENDON,QLD,4343
LAKE CLARENDON,QLD,4343
LAKE CLIFTON,WA,6215
LAKE CLIFTON,WA,6215
LAKE CONDAH,VIC,3303
LAKE CONJOLA,NSW,2539
LAKE COOGEE,WA,6166
LAKE COWAL,NSW,2671
LAKE DARLOT,WA,6438
LAKE DEBORAH,WA,6484
LAKE EACHAM,QLD,4884
LAKE EILDON,VIC,3713
LAKE EILDON,VIC,3713
LAKE EPPALOCK,VIC,3551
LAKE EPPALOCK,VIC,3551
LAKE EVERARD,SA,5717
LAKE EYRE,SA,5733
LAKE EYRE,SA,5733
LAKE FROME,SA,5440
LAKE FYANS,VIC,3381
LAKE GAIRDNER,SA,5717
LAKE GAIRDNER,SA,5717
LAKE GARDENS,VIC,3355
LAKE GEORGE,NSW,2581
LAKE GILLES,SA,5611
LAKE GOLDSMITH,VIC,3373
LAKE GRACE,WA,6353
LAKE HARRIS,SA,5719
LAKE HAVEN,NSW,2263
LAKE HAVEN,NSW,2263
LAKE HEIGHTS,NSW,2502
LAKE HIAWATHA,NSW,2462
LAKE HIAWATHA,NSW,2462
LAKE HINDS,WA,6603
LAKE HUME VILLAGE,NSW,3691
LAKE HUME VILLAGE,NSW,3691
LAKE ILLAWARRA,NSW,2528
LAKE ILLAWARRA,NSW,2528
LAKE INNES,NSW,2446
LAKE JASPER,WA,6260
LAKE KING,WA,6356
LAKE LEAKE,TAS,7210
LAKE LONSDALE,VIC,3381
LAKE LONSDALE,VIC,3381
LAKE MACDONALD,QLD,4563
LAKE MACFARLANE,SA,5717
LAKE MACFARLANE,SA,5717
LAKE MACKAY,NT,872
LAKE MACKAY,NT,872
LAKE MANCHESTER,QLD,4306
LAKE MARGARET,TAS,7467
LAKE MARGARETTE,WA,6475
LAKE MARGARETTE,WA,6475
LAKE MARMAL,VIC,3525
LAKE MARY,QLD,4703
LAKE MERAN,VIC,3579
LAKE MONDURAN,QLD,4671
LAKE MUIR,WA,6258
LAKE MUNDI,VIC,3312
LAKE MUNMORAH,NSW,2259
LAKE NINAN,WA,6603
LAKE PLAINS,SA,5255
LAKE POWELL,VIC,3597
LAKE PROSERPINE,QLD,4800
LAKE PROSERPINE,QLD,4800
LAKE ROWAN,VIC,3727
LAKE ROWAN,VIC,3727
LAKE SORELL,TAS,7030
LAKE SORELL,TAS,7030
LAKE ST CLAIR,TAS,7140
LAKE ST CLAIR,TAS,7140
LAKE TABOURIE,NSW,2539
LAKE TINAROO,QLD,4872
LAKE TINAROO,QLD,4872
LAKE TOOLBRUNUP,WA,6320
LAKE TORRENS,SA,5713
LAKE TORRENS,SA,5713
LAKE TORRENS STATION,SA,5713
LAKE TORRENS STATION,SA,5713
LAKE TORRENS STATION,SA,5713
LAKE TYERS,VIC,3887
LAKE TYERS BEACH,VIC,3909
LAKE TYERS BEACH,VIC,3909
LAKE TYRRELL,VIC,3533
LAKE VIEW,SA,5555
LAKE WELLINGTON,VIC,3851
LAKE WELLINGTON,VIC,3851
LAKE WELLS,WA,6440
LAKE WENDOUREE,VIC,3350
LAKE WENDOUREE,VIC,3350
LAKE WIVENHOE,QLD,4311
LAKE WONGAN,VIC,3373
LAKE WYANGAN,NSW,2680
LAKEFIELD,QLD,4892
LAKELAND,QLD,4871
LAKELAND DOWNS,QLD,4871
LAKELAND DOWNS,QLD,4871
LAKELANDS,NSW,2282
LAKELANDS,WA,6180
LAKELANDS,NSW,2282
LAKELANDS,WA,6180
LAKEMBA,NSW,2195
LAKEMBA DC,NSW,2195
LAKEMBA DC,NSW,2195
LAKES CREEK,QLD,4701
LAKES ENTRANCE,VIC,3909
LAKESIDE,QLD,4621
LAKESLAND,NSW,2572
LAKEWOOD,NSW,2443
LAKEWOOD,WA,6431
LAL LAL,VIC,3352
LALALTY,NSW,3644
LALBERT,VIC,3542
LALLA,TAS,7267
LALOR,VIC,3075
LALOR PARK,NSW,2147
LALOR PARK,NSW,2147
LAMB ISLAND,QLD,4184
LAMB ISLAND,QLD,4184
LAMB RANGE,QLD,4870
LAMBELLS LAGOON,NT,822
LAMBINA,SA,872
LAMBS VALLEY,NSW,2335
LAMBS VALLEY,NSW,2370
LAMBTON,NSW,2299
LAMEROO,SA,5302
LAMINGTON,QLD,4285
LAMINGTON,WA,6430
LAMMERMOOR,QLD,4703
LAMPLOUGH,VIC,3352
LANCASTER,VIC,3620
LANCE CREEK,VIC,3995
LANCEFIELD,VIC,3435
LANCELIN,WA,6044
LANDERS SHOOT,QLD,4555
LANDERVALE,NSW,2652
LANDSBOROUGH,VIC,3384
LANDSBOROUGH,QLD,4550
LANDSBOROUGH WEST,VIC,3384
LANDSBOROUGH WEST,VIC,3384
LANDSDALE,WA,6065
LANE COVE,NSW,1595
LANE COVE,NSW,2066
LANE COVE DC,NSW,2066
LANE COVE DC,NSW,1602
LANE COVE DC,NSW,2066
LANE COVE DC,NSW,1602
LANE COVE NORTH,NSW,2066
LANE COVE NORTH,NSW,2066
LANE COVE WEST,NSW,2066
LANE COVE WEST,NSW,2066
LANEFIELD,QLD,4340
LANENA,TAS,7275
LANG LANG,VIC,3984
LANG LANG EAST,VIC,3984
LANG LANG EAST,VIC,3984
LANGDONS HILL,VIC,3363
LANGE,WA,6330
LANGFORD,WA,6147
LANGHORNE CREEK,SA,5255
LANGI KAL KAL,VIC,3352
LANGI LOGAN,VIC,3377
LANGI LOGAN,VIC,3377
LANGKOOP,VIC,3318
LANGLANDS,QLD,4410
LANGLEY,VIC,3444
LANGLEY,QLD,4630
LANGLEY VALE,NSW,2426
LANGLEY VALE,NSW,2426
LANGLO,QLD,4470
LANGS LANDING,SA,5353
LANGSBOROUGH,VIC,3971
LANGSHAW,QLD,4570
LANGWARRIN,VIC,3910
LANGWARRIN SOUTH,VIC,3911
LANGWARRIN SOUTH,VIC,3911
LANITZA,NSW,2460
LANKEYS CREEK,NSW,2644
LANNERCOST,QLD,4850
LANSDOWNE,NT,850
LANSDOWNE,NSW,2163
LANSDOWNE,NSW,2430
LANSDOWNE,QLD,4478
LANSDOWNE FOREST,NSW,2430
LANSDOWNE FOREST,NSW,2430
LANSDOWNE FOREST,NSW,2430
LANSELL PLAZA,VIC,3555
LANSKEY,QLD,4825
LANSVALE,NSW,2166
LAPOINYA,TAS,7325
LAPSTONE,NSW,2773
LARA,VIC,3212
LARAMBA,NT,872
LARAMBA,NT,872
LARAPINTA,NT,875
LARAPINTA,QLD,4110
LARAPINTA,NT,875
LARAPINTA,QLD,4110
LARAVALE,QLD,4285
LARAVALE,QLD,4285
LARBERT,NSW,2622
LARDNER,VIC,3821
LARGS,NSW,2320
LARGS BAY,SA,5016
LARGS BAY,SA,5016
LARGS NORTH,SA,5016
LARGS NORTH,SA,5016
LARK HILL,QLD,4306
LARNOOK,NSW,2480
LARPENT,VIC,3249
LARRAKEYAH,NT,820
LARRALEA,VIC,3325
LARRAS LEE,NSW,2866
LARRIMAH,NT,852
LASCELLES,VIC,3487
LATHAM,ACT,2615
LATHAM,WA,6616
LATHLAIN,WA,6100
LATROBE,TAS,7307
LAUDERDALE,TAS,7021
LAUGHTONDALE,NSW,2775
LAUNCESTON,TAS,7250
LAUNCHING PLACE,VIC,3139
LAURA,QLD,4892
LAURA,SA,5480
LAURA BAY,SA,5680
LAURA BAY,SA,5680
LAUREL HILL,NSW,2649
LAURIE PARK,SA,5271
LAURIETON,NSW,2443
LAURISTON,VIC,3444
LAVADIA,NSW,2462
LAVELLE,QLD,4357
LAVENDER BAY,NSW,2060
LAVERS HILL,VIC,3238
LAVERSTOCK,NSW,2582
LAVERTON,VIC,3028
LAVERTON,WA,6440
LAVERTON NORTH,VIC,3026
LAVERTON NORTH,VIC,3026
LAVINGTON,NSW,2641
LAVINGTON DC,NSW,2641
LAVINGTON DC,NSW,2641
LAW COURTS,VIC,8010
LAWES,QLD,4343
LAWGI DAWES,QLD,4716
LAWITTA,TAS,7140
LAWLER,VIC,3480
LAWLOIT,VIC,3418
LAWN HILL,QLD,4825
LAWNTON,QLD,4501
LAWRENCE,NSW,2460
LAWRENCE,VIC,3364
LAWSON,ACT,2617
LAWSON,NSW,2783
LEABROOK,SA,5068
LEADVILLE,NSW,2844
LEAFDALE,QLD,4606
LEAGHUR,VIC,3537
LEANYER,NT,812
LEARMONTH,VIC,3352
LEARMONTH,WA,6707
LEASINGHAM,SA,5452
LEAWOOD GARDENS,SA,5150
LEBRINA,TAS,7254
LECONFIELD,NSW,2335
LEDA,WA,6170
LEDCOURT,VIC,3385
LEDGE POINT,WA,6043
LEE CREEK,NSW,2849
LEE POINT,NT,810
LEEDERVILLE,WA,6900
LEEDERVILLE,WA,6900
LEEDERVILLE,WA,6007
LEEDERVILLE,WA,6902
LEEDERVILLE,WA,6903
LEEKA,TAS,7255
LEEMAN,WA,6514
LEEMING,WA,6149
LEETON,NSW,2705
LEETS VALE,NSW,2775
LEEUWIN,WA,6290
LEEVILLE,NSW,2470
LEFROY,TAS,7252
LEFTHAND BRANCH,QLD,4343
LEGANA,TAS,7277
LEGERWOOD,TAS,7263
LEGUME,NSW,2476
LEICHARDT,VIC,3516
LEICHHARDT,NSW,2040
LEICHHARDT,QLD,4305
LEIGH CREEK,VIC,3352
LEIGH CREEK,SA,5731
LEIGH CREEK STATION,SA,5731
LEIGH CREEK STATION,SA,5731
LEIGHTON,SA,5417
LEINSTER,WA,6437
LEITCHVILLE,VIC,3567
LEITH,TAS,7315
LEMINGTON,NSW,2330
LEMNOS,VIC,3631
LEMON TREE,NSW,2259
LEMON TREE PASSAGE,NSW,2319
LEMON TREE PASSAGE,NSW,2319
LEMONT,TAS,7120
LEMONTREE,QLD,4357
LEMONTREE,QLD,4357
LEN WATERS ESTATE,NSW,2171
LENAGHAN,NSW,2322
LENAH VALLEY,TAS,7008
LENEVA,VIC,3691
LENNARD BROOK,WA,6503
LENNOX HEAD,NSW,2478
LENSWOOD,SA,5240
LEONARDS HILL,VIC,3461
LEONAY,NSW,2750
LEONGATHA,VIC,3953
LEONGATHA NORTH,VIC,3953
LEONGATHA NORTH,VIC,3953
LEONGATHA SOUTH,VIC,3953
LEONGATHA SOUTH,VIC,3953
LEONORA,WA,6438
LEOPOLD,VIC,3224
LEPPINGTON,NSW,2179
LERDERDERG,VIC,3458
LERIDA,NSW,2581
LESCHENAULT,WA,6233
LESLEY,WA,6111
LESLIE,QLD,4370
LESLIE DAM,QLD,4370
LESLIE DAM,QLD,4370
LESLIE MANOR,VIC,3260
LESLIE MANOR,VIC,3260
LESLIE VALE,TAS,7054
LESLIE VALE,TAS,7054
LESMURDIE,WA,6076
LETHBRIDGE,VIC,3332
LETHBRIDGE PARK,NSW,2770
LETHBRIDGE PARK,NSW,2770
LETHEBROOK,QLD,4800
LEUMEAH,NSW,2560
LEURA,NSW,2780
LEVENDALE,TAS,7120
LEVENSTRATH,NSW,2460
LEWINSBROOK,NSW,2311
LEWIS PONDS,NSW,2800
LEWISHAM,NSW,2049
LEWISHAM,TAS,7173
LEWISTON,SA,5501
LEXIA,WA,6079
LEXTON,VIC,3352
LEYBURN,QLD,4365
LEYCESTER,NSW,2480
LEYDENS HILL,QLD,4714
LIAWENEE,TAS,7030
LIBERTY GROVE,NSW,2138
LIBERTY GROVE,NSW,2138
LICOLA,VIC,3858
LICOLA NORTH,VIC,3858
LICOLA NORTH,VIC,3858
LIDCOMBE,NSW,1825
LIDCOMBE,NSW,2141
LIDCOMBE NORTH,NSW,2141
LIDCOMBE NORTH,NSW,2141
LIDDELL,NSW,2333
LIDSDALE,NSW,2790
LIDSTER,NSW,2800
LIENA,TAS,7304
LIETINNA,TAS,7260
LIFFEY,TAS,7301
LIGHT PASS,SA,5355
LIGHTHOUSE BEACH,NSW,2444
LIGHTNING RIDGE,NSW,2834
LIGHTSVIEW,SA,5085
LILEAH,TAS,7330
LILLI PILLI,NSW,2229
LILLI PILLI,NSW,2536
LILLIAN ROCK,NSW,2480
LILLICO,VIC,3820
LILLICO,TAS,7310
LILLICUR,VIC,3371
LILLIMUR,VIC,3420
LILLIPUT,VIC,3682
LILYDALE,NSW,2460
LILYDALE,VIC,3140
LILYDALE,QLD,4344
LILYDALE,TAS,7268
LILYFIELD,NSW,2040
LILYVALE,NSW,2508
LILYVALE,QLD,4352
LILYVALE,QLD,4723
LIMA,VIC,3673
LIMA EAST,VIC,3673
LIMA EAST,VIC,3673
LIMA SOUTH,VIC,3673
LIMA SOUTH,VIC,3673
LIMBRI,NSW,2352
LIME LAKE,WA,6315
LIMEBURNERS CREEK,NSW,2324
LIMEBURNERS CREEK,NSW,2444
LIMEKILNS,NSW,2795
LIMERICK,NSW,2583
LIMESTONE,NSW,2361
LIMESTONE,VIC,3717
LIMESTONE,QLD,4714
LIMESTONE CREEK,QLD,4701
LIMESTONE CREEK,QLD,4701
LIMESTONE RIDGES,QLD,4305
LIMESTONE RIDGES,QLD,4305
LIMEVALE,QLD,4384
LIMMEN,NT,852
LIMPINWOOD,NSW,2484
LINBURN,NSW,2850
LINCOLN GAP,SA,5715
LINCOLN NATIONAL PARK,SA,5607
LINCOLN NATIONAL PARK,SA,5607
LINDEN,NSW,2778
LINDEN,QLD,4490
LINDEN PARK,SA,5065
LINDEN PARK,SA,5065
LINDENDALE,NSW,2480
LINDENDALE,NSW,2480
LINDENOW,VIC,3865
LINDENOW,VIC,3865
LINDENOW SOUTH,VIC,3875
LINDENOW SOUTH,VIC,3875
LINDENOW SOUTH,VIC,3875
LINDESAY,NSW,2347
LINDESAY CREEK,NSW,2476
LINDESAY CREEK,NSW,2476
LINDFIELD,NSW,2070
LINDFIELD WEST,NSW,2070
LINDFIELD WEST,NSW,2070
LINDIFFERON,NSW,2710
LINDISFARNE,TAS,7015
LINDLEY,SA,5320
LINDON,SA,5731
LINDSAY,VIC,3312
LINDSAY POINT,VIC,3496
LINDSAY POINT,VIC,3496
LINFARNE,WA,6258
LINGA,VIC,3509
LINLEY POINT,NSW,2066
LINTHORPE,QLD,4356
LINTON,VIC,3360
LINVILLE,QLD,4314
LINWOOD,SA,5410
LIONSVILLE,NSW,2460
LIPAROO,VIC,3549
LIPSON,SA,5607
LISAROW,NSW,2250
LISLE,TAS,7260
LISMORE,NSW,2480
LISMORE,VIC,3324
LISMORE DC,NSW,2480
LISMORE DC,NSW,2480
LISMORE HEIGHTS,NSW,2480
LISMORE HEIGHTS,NSW,2480
LISTON,NSW,2372
LITCHFIELD,VIC,3480
LITCHFIELD PARK,NT,822
LITCHFIELD PARK,NT,822
LITHGOW,NSW,2790
LITTLE BACK CREEK,NSW,2474
LITTLE BACK CREEK,NSW,2474
LITTLE BAY,NSW,2036
LITTLE BILLABONG,NSW,2644
LITTLE BILLABONG,NSW,2644
LITTLE DESERT,VIC,3418
LITTLE DOUGLAS,SA,5607
LITTLE DOUGLAS,SA,5607
LITTLE FOREST,NSW,2538
LITTLE FOREST,NSW,2538
LITTLE GROVE,WA,6330
LITTLE GROVE,WA,6330
LITTLE HAMPTON,VIC,3458
LITTLE HAMPTON,VIC,3458
LITTLE HARTLEY,NSW,2790
LITTLE HARTLEY,NSW,2790
LITTLE HARTLEY,NSW,2790
LITTLE ITALY,WA,6359
LITTLE JACKS CREEK,NSW,2339
LITTLE JACKS CREEK,NSW,2339
LITTLE JILLIBY,NSW,2259
LITTLE JILLIBY,NSW,2259
LITTLE LONSDALE STREET,VIC,8011
LITTLE LONSDALE STREET,VIC,8011
LITTLE MOUNTAIN,QLD,4551
LITTLE MULGRAVE,QLD,4865
LITTLE PELICAN,NSW,2281
LITTLE PELICAN,NSW,2281
LITTLE PINE LAGOON,TAS,7140
LITTLE PLAIN,NSW,2360
LITTLE RIVER,NSW,2720
LITTLE RIVER,VIC,3211
LITTLE SANDY DESERT,WA,6646
LITTLE SANDY DESERT,WA,6646
LITTLE SWANPORT,TAS,7190
LITTLE TOPAR,NSW,2880
LITTLE WOBBY,NSW,2256
LITTLEHAMPTON,SA,5250
LITTLETON,NSW,2790
LIVERPOOL,NSW,1871
LIVERPOOL,NSW,2170
LIVERPOOL SOUTH,NSW,2170
LIVERPOOL SOUTH,NSW,2170
LIVERPOOL WESTFIELD,NSW,2170
LIVERPOOL WESTFIELD,NSW,2170
LIVINGSTONE,NT,822
LIZARD,QLD,4892
LLANARTH,NSW,2795
LLANARTH,QLD,4820
LLANDILO,NSW,2747
LLANELLY,VIC,3551
LLANGOTHLIN,NSW,2365
LLOWALONG,VIC,3862
LLOYD,NSW,2650
LLOYD CREEK,NT,822
LLOYD CREEK,NT,822
LOADSTONE,NSW,2474
LOBETHAL,SA,5241
LOCCOTA,TAS,7255
LOCH,VIC,3945
LOCH LOMOND,QLD,4370
LOCH LOMOND,QLD,4370
LOCH SPORT,VIC,3851
LOCH SPORT,VIC,3851
LOCH VALLEY,VIC,3833
LOCH VALLEY,VIC,3833
LOCHABER,SA,5271
LOCHABER,SA,5271
LOCHIEL,NSW,2549
LOCHIEL,SA,5510
LOCHIEL,NSW,2549
LOCHIEL,SA,5510
LOCHINGTON,QLD,4720
LOCHINGTON,QLD,4720
LOCHINVAR,NSW,2321
LOCHINVAR,NSW,2321
LOCK,SA,5633
LOCKES CLAYPAN,SA,5655
LOCKES CLAYPAN,SA,5655
LOCKHART,NSW,2656
LOCKHART,NSW,2656
LOCKHART RIVER,QLD,4892
LOCKHART RIVER,QLD,4892
LOCKHART RIVER,QLD,4892
LOCKIER,WA,6522
LOCKIER,WA,6522
LOCKINGTON,VIC,3563
LOCKINGTON,VIC,3563
LOCKLEYS,SA,5032
LOCKLEYS,SA,5032
LOCKRIDGE,WA,6054
LOCKRIDGE,WA,6054
LOCKROSE,QLD,4342
LOCKROSE,QLD,4342
LOCKSLEY,NSW,2795
LOCKSLEY,VIC,3665
LOCKSLEY,NSW,2795
LOCKSLEY,VIC,3665
LOCKWOOD,VIC,3551
